gene_name,romano_initiation_rate,gene_length,folding_energy_70,folding_energy_80,length of 5prime utr,kozak score,N1,N4,in_frame AUG
RPL8A+YFP,0.052065097,734,-13.2,-8.7,17,6,4,1,0
RPL8A+YFP,0.034730861,734,-13.2,-7,17,7,1,1,0
RPL8A+YFP,0.167547414,734,-10.1,-6.2,17,7,2,1,0
RPL8A+YFP,0.160340976,734,-9.8,-8.6,17,6,4,1,0
RPL8A+YFP,0.169922642,734,-12.1,-10,17,7,1,1,0
RPL8A+YFP,0.092953963,734,-14.6,-6,17,7,1,1,0
RPL8A+YFP,0.060362369,734,-15,-8.6,17,7,1,1,0
RPL8A+YFP,0.14092275,734,-14.3,-15.8,17,7,1,1,0
RPL8A+YFP,0.104576722,734,-12.6,-11.9,17,7,1,1,0
RPL8A+YFP,0.150780969,734,-9.7,-10.7,17,7,4,1,0
RPL8A+YFP,0.139247933,734,-10.3,-10.2,17,8,1,1,0
RPL8A+YFP,0.038251193,734,-12.7,-11,17,8,1,1,0
RPL8A+YFP,0.132886818,734,-9.9,-8.3,17,8,1,1,0
RPL8A+YFP,0.203178722,734,-8.1,-8.3,17,8,4,1,0
RPL8A+YFP,0.093604927,734,-12.1,-9.2,17,8,3,1,0
RPL8A+YFP,0.145832261,734,-11.4,-11.1,17,8,3,1,0
RPL8A+YFP,0.138091549,734,-11.1,-10.4,17,8,3,1,0
RPL8A+YFP,0.144417785,734,-9.9,-11,17,8,3,1,0
RPL8A+YFP,0.222981456,734,-7.4,-7,17,8,4,1,0
RPL8A+YFP,0.101933738,734,-13.4,-5.9,17,9,1,1,0
RPL8A+YFP,0.185659726,734,-10.5,-9,17,9,2,1,0
RPL8A+YFP,0.204629199,734,-10.5,-10.7,17,9,2,1,0
RPL8A+YFP,0.21080323,734,-7.7,-6.8,17,9,2,1,0
RPL8A+YFP,0.173510191,734,-14.1,-8.6,17,8,3,1,0
RPL8A+YFP,0.179520912,734,-11.8,-5.8,17,8,3,1,0
RPL8A+YFP,0.146133309,734,-10,-6.7,17,8,4,1,0
RPL8A+YFP,0.161312829,734,-11.2,-6.3,17,8,4,1,0
RPL8A+YFP,0.190270838,734,-7,-5.8,17,8,4,1,0
RPL8A+YFP,0.174503045,734,-8.2,-5.8,17,8,4,1,0
RPL8A+YFP,0.156284995,734,-11.1,-9.6,17,8,4,1,0
RPL8A+YFP,0.201790544,734,-7.7,-9.5,17,8,4,1,0
RPL8A+YFP,0.125828245,734,-9.5,-10,17,8,4,1,0
RPL8A+YFP,0.190669955,734,-9.4,-7.1,17,9,1,1,0
RPL8A+YFP,0.162927222,734,-10.5,-9.5,17,9,1,1,0
RPL8A+YFP,0.140420782,734,-12.5,-10.2,17,9,1,1,0
RPL8A+YFP,0.213086834,734,-7.7,-8.8,17,10,2,1,0
RPL8A+YFP,0.148341773,734,-11.1,-10.5,17,10,2,1,0
RPL8A+YFP,0.065573894,734,-14.9,-6.6,17,9,3,1,0
RPL8A+YFP,0.135695579,734,-11.1,-6.7,17,9,3,1,0
RPL8A+YFP,0.159232284,734,-8.9,-8.6,17,9,4,1,0
RPL8A+YFP,0.186340632,734,-9.6,-6.6,17,10,1,1,0
RPL8A+YFP,0.166362246,734,-8.6,-8.6,17,10,1,1,0
RPL8A+YFP,0.173233167,734,-8.6,-7.6,17,10,1,1,0
RPL8A+YFP,0.142150534,734,-11.6,-8.7,17,10,1,1,0
RPL8A+YFP,0.146316799,734,-11.6,-6.5,17,10,1,1,0
RPL8A+YFP,0.127300946,734,-13.4,-8.8,17,10,1,1,0
RPL8A+YFP,0.177720375,734,-8.5,-5.8,17,10,1,1,0
RPL8A+YFP,0.216072498,734,-8.9,-8.5,17,8,2,1,0
RPL8A+YFP,0.209399023,734,-8.6,-9.9,17,8,2,1,0
RPL8A+YFP,0.190318595,734,-7,-8.4,17,7,4,1,0
RPL8A+YFP,0.194888594,734,-7.8,-7,17,8,2,1,0
RPL8A+YFP,0.094734139,734,-15.3,-9.9,17,7,3,1,0
RPL8A+YFP,0.120706987,734,-12.9,-10.4,17,7,4,1,0
RPL8A+YFP,0.175626107,734,-8.7,-6.7,17,7,4,1,0
RPL8A+YFP,0.152566052,734,-12,-9.3,17,7,4,1,0
RPL8A+YFP,0.163101962,734,-11.9,-8.8,17,8,1,1,0
RPL8A+YFP,0.146246344,734,-9.4,-8.6,17,8,2,1,0
RPL8A+YFP,0.127568604,734,-12.5,-12,17,7,3,1,0
RPL8A+YFP,0.142727338,734,-11.2,-10.7,17,7,4,1,0
RPL8A+YFP,0.152722937,734,-10.8,-16.7,17,7,4,1,0
RPL8A+YFP,0.22893541,734,-9,-10.4,17,7,4,1,0
RPL8A+YFP,0.158615463,734,-12.4,-12.8,17,7,4,1,0
RPL8A+YFP,0.186772448,734,-12,-6.5,17,7,4,1,0
RPL8A+YFP,0.132339245,734,-13,-9,17,8,1,1,0
RPL8A+YFP,0.165873008,734,-9.9,-7.3,17,8,1,1,0
RPL8A+YFP,0.161556797,734,-13.1,-8.5,17,8,1,1,0
RPL8A+YFP,0.194428056,734,-10.5,-6.7,17,8,1,1,0
RPL8A+YFP,0.197754326,734,-10.6,-6.7,17,8,1,1,0
RPL8A+YFP,0.177368677,734,-11.5,-6.7,17,8,1,1,0
RPL8A+YFP,0.180755079,734,-11.6,-6.7,17,8,1,1,0
RPL8A+YFP,0.187288398,734,-10.1,-6.8,17,8,1,1,0
RPL8A+YFP,0.132162846,734,-15.2,-9.9,17,8,1,1,0
RPL8A+YFP,0.204614192,734,-9.7,-6.6,17,8,1,1,0
RPL8A+YFP,0.200738494,734,-7.3,-9.9,17,9,2,1,0
RPL8A+YFP,0.112540143,734,-12.1,-7.6,17,9,2,1,0
RPL8A+YFP,0.16668072,734,-7.5,-8.7,17,9,2,1,0
RPL8A+YFP,0.092097404,734,-15.2,-9.2,17,8,3,1,0
RPL8A+YFP,0.216826499,734,-9.7,-9.1,17,8,3,1,0
RPL8A+YFP,0.204166118,734,-8.8,-12.4,17,8,3,1,0
RPL8A+YFP,0.159102992,734,-9.6,-12.4,17,8,4,1,0
RPL8A+YFP,0.171334644,734,-9.6,-11.8,17,8,4,1,0
RPL8A+YFP,0.171929686,734,-10.5,-10.6,17,8,4,1,0
RPL8A+YFP,0.139534628,734,-12.9,-11.9,17,8,4,1,0
RPL8A+YFP,0.184264906,734,-9.5,-8.2,17,8,4,1,0
RPL8A+YFP,0.191302526,734,-8.5,-9.3,17,8,4,1,0
RPL8A+YFP,0.193676307,734,-7.2,-10,17,9,1,1,0
RPL8A+YFP,0.166561458,734,-7.6,-14.5,17,9,1,1,0
RPL8A+YFP,0.193222503,734,-11.5,-12.2,17,9,1,1,0
RPL8A+YFP,0.183217564,734,-9.1,-11.4,17,9,1,1,0
RPL8A+YFP,0.165043656,734,-11.1,-9.4,17,9,1,1,0
RPL8A+YFP,0.219649951,734,-7.6,-8.7,17,9,1,1,0
RPL8A+YFP,0.188407699,734,-9.3,-9.2,17,9,1,1,0
RPL8A+YFP,0.161860694,734,-7.4,-9.6,17,7,4,2,0
RPL8A+YFP,0.151646876,734,-7.8,-9.9,17,7,1,2,0
RPL8A+YFP,0.1083199,734,-8.9,-8.8,17,7,1,2,0
RPL8A+YFP,0.106061372,734,-7.7,-7.5,17,7,1,2,0
RPL8A+YFP,0.144650152,734,-11.2,-8.7,17,6,3,2,0
RPL8A+YFP,0.144476223,734,-10.1,-7.8,17,7,3,2,0
RPL8A+YFP,0.176641316,734,-6.8,-11.1,17,8,1,2,0
RPL8A+YFP,0.139586356,734,-9.5,-11.1,17,8,1,2,0
RPL8A+YFP,0.088447029,734,-10.1,-6.2,17,7,3,2,0
RPL8A+YFP,0.17937834,734,-8.8,-11.1,17,7,3,2,0
RPL8A+YFP,0.20483097,734,-6.8,-6.2,17,7,4,2,0
RPL8A+YFP,0.166116371,734,-9.6,-8.7,17,8,1,2,0
RPL8A+YFP,0.10341201,734,-11.3,-10.6,17,8,2,2,0
RPL8A+YFP,0.212130605,734,-9,-7.4,17,8,1,2,0
RPL8A+YFP,0.13948544,734,-9.7,-12.2,17,7,3,2,0
RPL8A+YFP,0.110911525,734,-10.1,-10,17,7,4,2,0
RPL8A+YFP,0.181258554,734,-7.7,-8.4,17,8,1,2,0
RPL8A+YFP,0.144501914,734,-11.7,-8.7,17,8,3,2,0
RPL8A+YFP,0.142913202,734,-9.8,-6.9,17,8,4,2,0
RPL8A+YFP,0.067479516,734,-12.4,-9.5,17,8,4,2,0
RPL8A+YFP,0.130557655,734,-11.6,-6.7,17,9,1,2,0
RPL8A+YFP,0.190043961,734,-8.5,-6.9,17,7,4,2,0
RPL8A+YFP,0.170509857,734,-11.6,-5.8,17,8,2,2,0
RPL8A+YFP,0.1994793,734,-7.1,-5.8,17,7,3,2,0
RPL8A+YFP,0.154673884,734,-7.6,-12.5,17,8,1,2,0
RPL8A+YFP,0.066995696,734,-10.7,-11.2,17,8,1,2,0
RPL8A+YFP,0.213815479,734,-9.1,-5.8,17,9,2,2,0
RPL8A+YFP,0.194125046,734,-8.7,-6.4,17,8,3,2,0
RPL8A+YFP,0.158462774,734,-11.5,-9.9,17,8,3,2,0
RPL8A+YFP,0.161593855,734,-12.1,-11.9,17,8,3,2,0
RPL8A+YFP,0.166324878,734,-7.7,-11.5,17,8,4,2,0
RPL8A+YFP,0.121669976,734,-10,-11.5,17,9,1,2,0
RPL8A+YFP,0.134672525,734,-11.1,-11.8,17,9,1,2,0
RPL8A+YFP,0.174193517,734,-7.5,-11.7,17,9,1,2,0
RPL8A+YFP,0.169705311,734,-6.8,-8.5,17,9,1,2,0
RPL8A+YFP,0.209577825,734,-7.2,-8.5,17,9,1,2,0
RPL8A+YFP,0.200152163,734,-7.5,-10.8,17,9,1,2,0
RPL8A+YFP,0.035294894,734,-9.8,-14.6,17,6,3,3,0
RPL8A+YFP,0.213242867,734,-9.1,-13.7,17,6,4,3,0
RPL8A+YFP,0.186372415,734,-12.5,-13,17,7,1,3,0
RPL8A+YFP,0.096264501,734,-8.7,-11.3,17,7,3,3,0
RPL8A+YFP,0.153120535,734,-11.6,-8.4,17,6,4,3,0
RPL8A+YFP,0.173204,734,-11,-8.4,17,7,1,3,0
RPL8A+YFP,0.103233644,734,-13.2,-9.4,17,6,4,3,0
RPL8A+YFP,0.117045402,734,-13,-8.6,17,7,1,3,0
RPL8A+YFP,0.077416892,734,-17.3,-6.8,17,7,1,3,0
RPL8A+YFP,0.101277341,734,-13.3,-11.7,17,7,1,3,0
RPL8A+YFP,0.194264136,734,-13.2,-9.8,17,6,4,3,0
RPL8A+YFP,0.147310288,734,-14.5,-9.8,17,6,4,3,0
RPL8A+YFP,0.143210865,734,-10.9,-8.6,17,6,4,3,0
RPL8A+YFP,0.147546954,734,-14.8,-5.8,17,6,4,3,0
RPL8A+YFP,0.146794948,734,-14.1,-13.4,17,7,1,3,0
RPL8A+YFP,0.185041202,734,-9.8,-9.2,17,7,1,3,0
RPL8A+YFP,0.036983914,734,-12,-9.2,17,7,1,3,0
RPL8A+YFP,0.158711398,734,-9.8,-6.4,17,7,1,3,0
RPL8A+YFP,0.177124561,734,-12,-8,17,8,2,3,0
RPL8A+YFP,0.212210468,734,-9.5,-12.8,17,7,4,3,0
RPL8A+YFP,0.218629887,734,-8.6,-10.5,17,8,1,3,0
RPL8A+YFP,0.170590908,734,-9.8,-7,17,8,1,3,0
RPL8A+YFP,0.223870367,734,-9.8,-7,17,8,2,3,0
RPL8A+YFP,0.220710113,734,-8.4,-5.8,17,8,2,3,0
RPL8A+YFP,0.189287944,734,-11.2,-6.9,17,7,3,3,0
RPL8A+YFP,0.194590229,734,-11.4,-8.8,17,8,1,3,0
RPL8A+YFP,0.223296987,734,-8.5,-6.4,17,7,4,3,0
RPL8A+YFP,0.154603657,734,-10.3,-8.2,17,7,4,3,0
RPL8A+YFP,0.200621443,734,-11.2,-8.4,17,8,2,3,0
RPL8A+YFP,0.175020813,734,-10.1,-9.2,17,8,2,3,0
RPL8A+YFP,0.221718488,734,-9.8,-11.2,17,8,2,3,0
RPL8A+YFP,0.213972463,734,-11,-6.4,17,7,3,3,0
RPL8A+YFP,0.19358509,734,-9.7,-8.8,17,7,4,3,0
RPL8A+YFP,0.218460974,734,-8.3,-13.6,17,7,4,3,0
RPL8A+YFP,0.148955778,734,-10.4,-9.8,17,8,1,3,0
RPL8A+YFP,0.174909167,734,-11,-6.2,17,8,1,3,0
RPL8A+YFP,0.154646168,734,-12.9,-8.3,17,8,1,3,0
RPL8A+YFP,0.228461004,734,-9,-6.7,17,9,2,3,0
RPL8A+YFP,0.229144238,734,-11.2,-6.5,17,9,1,3,0
RPL8A+YFP,0.205135027,734,-9,-10.3,17,8,1,3,0
RPL8A+YFP,0.168233746,734,-13.7,-10.3,17,7,4,3,0
RPL8A+YFP,0.214681888,734,-8.5,-6.4,17,7,4,3,0
RPL8A+YFP,0.201185217,734,-12.7,-6.4,17,7,4,3,0
RPL8A+YFP,0.199111591,734,-13.1,-5.8,17,8,1,3,0
RPL8A+YFP,0.226011523,734,-9.7,-7.6,17,8,2,3,0
RPL8A+YFP,0.203323379,734,-8.6,-5.8,17,7,3,3,0
RPL8A+YFP,0.226102054,734,-7.2,-6.5,17,7,3,3,0
RPL8A+YFP,0.219488854,734,-10.9,-8.6,17,7,4,3,0
RPL8A+YFP,0.178243178,734,-12.1,-10.6,17,7,4,3,0
RPL8A+YFP,0.167707722,734,-13,-7.4,17,8,1,3,0
RPL8A+YFP,0.176867254,734,-9.2,-7,17,8,1,3,0
RPL8A+YFP,0.219605942,734,-7.9,-8.3,17,8,1,3,0
RPL8A+YFP,0.200003636,734,-9.2,-5.8,17,8,1,3,0
RPL8A+YFP,0.182339829,734,-11.6,-6.7,17,8,1,3,0
RPL8A+YFP,0.221516926,734,-7.2,-11.2,17,9,2,3,0
RPL8A+YFP,0.208438367,734,-10.4,-8.7,17,9,2,3,0
RPL8A+YFP,0.152659222,734,-14.2,-9.9,17,8,3,3,0
RPL8A+YFP,0.212348809,734,-10.3,-9.8,17,8,4,3,0
RPL8A+YFP,0.201447244,734,-9,-7,17,8,4,3,0
RPL8A+YFP,0.229744839,734,-6.8,-11.1,17,8,4,3,0
RPL8A+YFP,0.195050317,734,-11.8,-7.4,17,8,4,3,0
RPL8A+YFP,0.17573385,734,-8.6,-11.7,17,8,4,3,0
RPL8A+YFP,0.206532566,734,-11.8,-8.3,17,8,4,3,0
RPL8A+YFP,0.183224233,734,-12.6,-8.3,17,8,4,3,0
RPL8A+YFP,0.22899657,734,-9.9,-8.4,17,8,4,3,0
RPL8A+YFP,0.211461102,734,-10,-8.4,17,9,1,3,0
RPL8A+YFP,0.186883053,734,-7.4,-10,17,9,1,3,0
RPL8A+YFP,0.208197986,734,-7.3,-8.4,17,9,1,3,0
RPL8A+YFP,0.196347115,734,-10.6,-8.8,17,9,1,3,0
RPL8A+YFP,0.196130714,734,-10,-8.4,17,6,3,4,0
RPL8A+YFP,0.209752252,734,-9.2,-8.4,17,7,2,4,0
RPL8A+YFP,0.182393524,734,-10.6,-6,17,7,2,4,0
RPL8A+YFP,0.137734232,734,-15,-7,17,6,3,4,0
RPL8A+YFP,0.161990915,734,-11.7,-5.8,17,7,1,4,0
RPL8A+YFP,0.123728319,734,-7.3,-11.5,17,6,4,4,0
RPL8A+YFP,0.171195831,734,-11.2,-8.4,17,7,1,4,0
RPL8A+YFP,0.179326237,734,-8,-6.2,17,7,1,4,0
RPL8A+YFP,0.161093943,734,-8.7,-7.9,17,7,1,4,0
RPL8A+YFP,0.199562597,734,-7.4,-8.3,17,8,2,4,0
RPL8A+YFP,0.151572745,734,-9.8,-9.2,17,7,3,4,0
RPL8A+YFP,0.19928716,734,-11.2,-11.1,17,7,3,4,0
RPL8A+YFP,0.100953499,734,-9.3,-8.5,17,7,4,4,0
RPL8A+YFP,0.152899765,734,-9.6,-6,17,8,1,4,0
RPL8A+YFP,0.103806748,734,-11.5,-7,17,8,1,4,0
RPL8A+YFP,0.202381207,734,-10.8,-5.8,17,8,1,4,0
RPL8A+YFP,0.192691363,734,-7.1,-5.8,17,7,1,4,0
RPL8A+YFP,0.195414289,734,-9,-6,17,7,1,4,0
RPL8A+YFP,0.124009591,734,-11.6,-8.6,17,7,1,4,0
RPL8A+YFP,0.069574123,734,-14.3,-5.8,17,7,1,4,0
RPL8A+YFP,0.127233603,734,-13.7,-8,17,7,1,4,0
RPL8A+YFP,0.223302325,734,-7.5,-15.6,17,6,3,4,0
RPL8A+YFP,0.146230245,734,-10.9,-6.1,17,6,4,4,0
RPL8A+YFP,0.166260749,734,-8.9,-6.5,17,7,1,4,0
RPL8A+YFP,0.193678264,734,-9.3,-7.6,17,7,1,4,0
RPL8A+YFP,0.17887891,734,-11.1,-6.7,17,7,1,4,0
RPL8A+YFP,0.207782135,734,-7.5,-9.9,17,7,1,4,0
RPL8A+YFP,0.208913131,734,-9.5,-8.8,17,7,3,4,0
RPL8A+YFP,0.222096779,734,-9.5,-5.8,17,7,3,4,0
RPL8A+YFP,0.215648241,734,-7.3,-8.2,17,7,3,4,0
RPL8A+YFP,0.175293919,734,-9.3,-9.2,17,7,4,4,0
RPL8A+YFP,0.19706184,734,-7.9,-6.7,17,8,1,4,0
RPL8A+YFP,0.131056411,734,-13.8,-5.8,17,8,1,4,0
RPL8A+YFP,0.186290768,734,-9,-5.8,17,7,3,4,0
RPL8A+YFP,0.170168933,734,-14.1,-10,17,7,3,4,0
RPL8A+YFP,0.228062896,734,-10.2,-5.8,17,7,3,4,0
RPL8A+YFP,0.173011716,734,-8.3,-7.9,17,7,4,4,0
RPL8A+YFP,0.2240714,734,-9,-8.8,17,7,4,4,0
RPL8A+YFP,0.152634332,734,-11.2,-6.2,17,8,1,4,0
RPL8A+YFP,0.053368999,734,-17.6,-9.9,17,7,3,4,0
RPL8A+YFP,0.189154433,734,-10.6,-8.5,17,7,3,4,0
RPL8A+YFP,0.188512505,734,-10.6,-11.1,17,7,3,4,0
RPL8A+YFP,0.13238102,734,-12.2,-5.8,17,7,4,4,0
RPL8A+YFP,0.144047933,734,-14.1,-7.2,17,8,1,4,0
RPL8A+YFP,0.162972253,734,-11.2,-5.8,17,8,2,4,0
RPL8A+YFP,0.149622048,734,-12.4,-10.3,17,7,3,4,0
RPL8A+YFP,0.18418544,734,-14.3,-5.8,17,7,3,4,0
RPL8A+YFP,0.042499043,734,-12.8,-6.3,17,7,3,4,0
RPL8A+YFP,0.197411033,734,-8.6,-9.4,17,7,3,4,0
RPL8A+YFP,0.142470493,734,-12,-7.8,17,7,3,4,0
RPL8A+YFP,0.218935009,734,-8.6,-7.4,17,7,3,4,0
RPL8A+YFP,0.227498433,734,-8.6,-10.2,17,7,3,4,0
RPL8A+YFP,0.230983137,734,-8.6,-10.8,17,7,4,4,0
RPL8A+YFP,0.211859053,734,-8.6,-10.5,17,7,4,4,0
RPL8A+YFP,0.191418945,734,-11.4,-6.1,17,7,4,4,0
RPL8A+YFP,0.194497183,734,-8.6,-6.4,17,7,4,4,0
RPL8A+YFP,0.140002422,734,-9.5,-9.4,17,7,4,4,0
RPL8A+YFP,0.183671496,734,-9,-6.2,17,7,4,4,0
RPL8A+YFP,0.157448166,734,-11.2,-5.8,17,8,1,4,0
RPL8A+YFP,0.196992497,734,-9.4,-5.8,17,8,1,4,0
RPL8A+YFP,0.129210681,734,-13.6,-5.8,17,8,1,4,0
RPL8A+YFP,0.163426854,734,-10,-6.5,17,8,1,4,0
RPL8A+YFP,0.16265552,734,-11.7,-7.8,17,8,1,4,0
RPL8A+YFP,0.208770953,734,-8.6,-11.2,17,8,1,4,0
RPL8A+YFP,0.20884062,734,-8.7,-8.5,17,8,1,4,0
RPL8A+YFP,0.190993806,734,-10.2,-10.3,17,8,1,4,0
RPL8A+YFP,0.158936848,734,-12.9,-7.6,17,9,2,4,0
RPL8A+YFP,0.179137658,734,-10.5,-11.6,17,9,2,4,0
RPL8A+YFP,0.191223936,734,-10.8,-11.6,17,9,2,4,0
RPL8A+YFP,0.154452838,734,-14,-11.6,17,8,3,4,0
RPL8A+YFP,0.137001061,734,-14.6,-11.6,17,8,3,4,0
RPL8A+YFP,0.153109211,734,-12.2,-7.9,17,8,4,4,0
RPL8A+YFP,0.12375071,734,-14.3,-9.7,17,9,1,4,0
RPL8A+YFP,0.125039131,734,-14.3,-9.6,17,9,1,4,0
RPL8A+YFP,0.131206153,734,-13.9,-9.7,17,9,1,4,0
RPL8A+YFP,0.145762597,734,-13.9,-12.8,17,9,1,4,0
RPL8A+YFP,0.165444365,734,-11.3,-8,17,9,1,4,0
RPL8A+YFP,0.153119888,734,-11.3,-10.3,17,9,1,4,0
RPL8A+YFP,0.149271644,734,-11.3,-7.9,17,9,1,4,0
RPL8A+YFP,0.189405063,734,-8.9,-10.1,17,8,2,4,0
RPL8A+YFP,0.223801835,734,-7.6,-10.5,17,7,4,4,0
RPL8A+YFP,0.188364735,734,-7.9,-7.8,17,8,1,4,0
RPL8A+YFP,0.171432142,734,-8.3,-7.8,17,8,1,4,0
RPL8A+YFP,0.08534543,734,-11.8,-7.8,17,8,2,4,0
RPL8A+YFP,0.170706481,734,-11.9,-6.2,17,7,4,4,0
RPL8A+YFP,0.147200294,734,-11.6,-6.5,17,7,4,4,0
RPL8A+YFP,0.151413513,734,-13.2,-9.9,17,8,1,4,0
RPL8A+YFP,0.151559593,734,-10.5,-8.5,17,8,1,4,0
RPL8A+YFP,0.18603371,734,-8.3,-10,17,8,2,4,0
RPL8A+YFP,0.224954718,734,-7.7,-7.2,17,7,3,4,0
RPL8A+YFP,0.162555443,734,-10.4,-9.3,17,7,4,4,0
RPL8A+YFP,0.215196045,734,-8.7,-9.9,17,7,4,4,0
RPL8A+YFP,0.196990997,734,-8.5,-7.6,17,7,4,4,0
RPL8A+YFP,0.201464664,734,-7.2,-6.2,17,7,4,4,0
RPL8A+YFP,0.19890977,734,-9.2,-5.8,17,7,4,4,0
RPL8A+YFP,0.20331062,734,-8.5,-6.8,17,7,4,4,0
RPL8A+YFP,0.196897448,734,-10.9,-6.5,17,7,4,4,0
RPL8A+YFP,0.179416775,734,-7.6,-7.9,17,8,1,4,0
RPL8A+YFP,0.132959928,734,-15.4,-5.8,17,8,1,4,0
RPL8A+YFP,0.178734096,734,-8.8,-9.1,17,8,1,4,0
RPL8A+YFP,0.17238243,734,-8.5,-8.3,17,9,2,4,0
RPL8A+YFP,0.230436594,734,-7,-8.3,17,9,2,4,0
RPL8A+YFP,0.217815097,734,-8.5,-7.7,17,8,3,4,0
RPL8A+YFP,0.194979232,734,-9.6,-5.8,17,8,4,4,0
RPL8A+YFP,0.138699169,734,-12,-6.3,17,8,4,4,0
RPL8A+YFP,0.156363713,734,-10.5,-5.8,17,8,4,4,0
RPL8A+YFP,0.129716715,734,-12.4,-8.8,17,8,4,4,0
RPL8A+YFP,0.137406973,734,-9.4,-6.8,17,8,4,4,0
RPL8A+YFP,0.192594632,734,-8.7,-6.6,17,8,4,4,0
RPL8A+YFP,0.129392328,734,-12.4,-7.5,17,8,4,4,0
RPL8A+YFP,0.165739303,734,-9.5,-11.6,17,8,4,4,0
RPL8A+YFP,0.097225143,734,-11.4,-6.4,17,9,1,4,0
RPL8A+YFP,0.132581943,734,-11.3,-7.7,17,9,1,4,0
RPL8A+YFP,0.15571766,734,-11.2,-11.8,17,9,1,4,0
RPL8A+YFP,0.199006744,734,-8,-8.4,17,9,1,4,0
RPL8A+YFP,0.188812224,734,-8.1,-7.3,17,9,1,4,0
RPL8A+YFP,0.20999771,734,-8.6,-9.4,17,9,1,4,0
RPL8A+YFP,0.176746995,734,-12,-5.8,17,7,4,1,0
RPL8A+YFP,0.206217323,734,-12.8,-9.6,17,8,1,1,0
RPL8A+YFP,0.214705176,734,-7.6,-10.8,17,7,4,1,0
RPL8A+YFP,0.224073062,734,-8.5,-11.7,17,8,1,1,0
RPL8A+YFP,0.219484843,734,-6.8,-7.9,17,8,1,1,0
RPL8A+YFP,0.204731405,734,-11.6,-6.6,17,7,3,1,0
RPL8A+YFP,0.216501382,734,-9.9,-7.9,17,7,4,1,0
RPL8A+YFP,0.178247588,734,-10,-10.3,17,8,1,1,0
RPL8A+YFP,0.230008156,734,-9.1,-5.8,17,8,1,1,0
RPL8A+YFP,0.196773984,734,-12,-7.4,17,8,1,1,0
RPL8A+YFP,0.212261792,734,-9,-8.6,17,8,1,1,0
RPL8A+YFP,0.205350172,734,-10.4,-10.7,17,9,1,1,0
RPL8A+YFP,0.224538409,734,-8.8,-5.8,17,9,1,1,0
RPL8A+YFP,0.196804394,734,-8.4,-9.3,17,7,4,1,0
RPL8A+YFP,0.205311671,734,-10.4,-8.6,17,7,4,1,0
RPL8A+YFP,0.223754444,734,-8.3,-5.8,17,7,4,1,0
RPL8A+YFP,0.202185374,734,-11.2,-5.8,17,8,1,1,0
RPL8A+YFP,0.17307218,734,-12.1,-10.5,17,8,1,1,0
RPL8A+YFP,0.219194537,734,-11.7,-7.5,17,9,2,1,0
RPL8A+YFP,0.199473086,734,-9.4,-10.5,17,8,4,1,0
RPL8A+YFP,0.13932524,734,-12.5,-7.6,17,8,4,1,0
RPL8A+YFP,0.160447967,734,-9.5,-8.6,17,8,4,1,0
RPL8A+YFP,0.189612359,734,-6.8,-8.7,17,8,4,1,0
RPL8A+YFP,0.200880901,734,-10.5,-5.8,17,9,1,1,0
RPL8A+YFP,0.221354153,734,-8.7,-5.8,17,9,1,1,0
RPL8A+YFP,0.132066203,734,-16.5,-7.5,17,9,1,1,0
RPL8A+YFP,0.200097061,734,-11.9,-5.8,17,9,1,1,0
RPL8A+YFP,0.213567939,734,-9.6,-5.8,17,8,4,1,0
RPL8A+YFP,0.209399189,734,-11.3,-9.3,17,8,4,1,0
RPL8A+YFP,0.196490325,734,-10.1,-8.2,17,9,1,1,0
RPL8A+YFP,0.157128817,734,-9.6,-10.4,17,9,1,1,0
RPL8A+YFP,0.210404895,734,-12.8,-7.1,17,9,1,1,0
RPL8A+YFP,0.164047207,734,-14.9,-6.7,17,9,2,1,0
RPL8A+YFP,0.220064591,734,-10.2,-9.9,17,8,4,1,0
RPL8A+YFP,0.186550306,734,-11.2,-6.7,17,8,4,1,0
RPL8A+YFP,0.20659946,734,-12.6,-7.4,17,8,4,1,0
RPL8A+YFP,0.170985304,734,-9.5,-5.8,17,8,4,1,0
RPL8A+YFP,0.188593805,734,-14.2,-8.5,17,9,1,1,0
RPL8A+YFP,0.199118308,734,-8.3,-6.1,17,9,2,1,0
RPL8A+YFP,0.226537809,734,-8.3,-8,17,9,2,1,0
RPL8A+YFP,0.168929625,734,-10.2,-5.8,17,8,3,1,0
RPL8A+YFP,0.159422625,734,-13.3,-8.4,17,8,3,1,0
RPL8A+YFP,0.177139615,734,-11.3,-6.7,17,8,3,1,0
RPL8A+YFP,0.181276674,734,-11.3,-5.8,17,8,3,1,0
RPL8A+YFP,0.217784932,734,-8.6,-7.7,17,8,4,1,0
RPL8A+YFP,0.214506236,734,-10.7,-10.3,17,8,4,1,0
RPL8A+YFP,0.199443487,734,-8.6,-13,17,8,4,1,0
RPL8A+YFP,0.198278555,734,-11.6,-8.3,17,8,4,1,0
RPL8A+YFP,0.1791225,734,-13,-5.9,17,9,1,1,0
RPL8A+YFP,0.114402361,734,-13.5,-9.6,17,9,1,1,0
RPL8A+YFP,0.168022037,734,-13.9,-7.6,17,9,1,1,0
RPL8A+YFP,0.13603735,734,-15.3,-8,17,9,3,1,0
RPL8A+YFP,0.212582195,734,-9.8,-9.8,17,9,3,1,0
RPL8A+YFP,0.227364163,734,-7.5,-5.9,17,9,4,1,0
RPL8A+YFP,0.174316701,734,-11.3,-7.5,17,9,4,1,0
